Bird.ID,Index,IndexA,Status.A,Status.bac.A,Status,Statusbac,Flock.ID,Treat,TreatA,Trans,Trans.bac,TransA,Trans.bac.A,Round,Sex,Treat.num,day,sample,sample.ex,Eye,mass,fat,hem,ant,logSQ,bac.y.n,visit
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,4,,0,0,,,,,,,5948
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,5,,0,0,,,,,,,5321
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,6,Blood,1,0,23.86,3,47,0.004225352,0,0,6193
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,7,,0,0,,,,,,,6709
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,8,,0,0,,,,,,,5669
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,9,eye,1,0,24.41,3,,,0,0,4952
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,10,,0,0,,,,,,,4604
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,11,,0,0,,,,,,,6846
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,12,Blood,1,0,23.26,3,51,0.014788732,0,0,10694
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,13,,0,0,,,,,,,10950
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,14,,0,0,,,,,,,12790
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,15,eye,1,0,24.51,3,,,0,0,11074
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,16,,0,0,,,,,,,6014
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,17,,0,0,,,,,,,6030
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,18,Blood,1,0,24.04,3,46,0.002112676,0,0,4593
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,19,,0,0,,,,,,,6040
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,20,,0,0,,,,,,,16353
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,21,eye,1,0,23.86,3,,,0,0,10830
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,22,,0,0,,,,,,,5742
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,23,,0,0,,,,,,,5922
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,24,Blood,1,0,24.09,3,49,0.009507042,0,0,4531
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,25,,0,0,,,,,,,
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,26,,0,0,,,,,,,2989
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,27,eye,1,0,24.33,3,,,0,0,3765
101-LS,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,28,,0,0,,,,,,,
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,0,Blood,1,0,32.43,3,59,-0.004225352,0,0,5393
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,1,,0,0,,,,,,,5094
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,2,,0,0,,,,,,,4344
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,3,eye,1,0,31.66,3,,,0,0,2976
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,4,,0,0,,,,,,,4866
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,5,,0,0,,,,,,,6587
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,6,Blood,1,0,31.62,3,60,0.009507042,0,0,5299
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,7,,0,0,,,,,,,6194
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,8,,0,0,,,,,,,7141
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,9,eye,1,0,31.42,3,,,0,0,4759
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,10,,0,0,,,,,,,6037
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,11,,0,0,,,,,,,7190
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,12,Blood,1,0,30.56,3,57,0.019014085,0,0,6224
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,13,,0,0,,,,,,,3839
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,14,,0,0,,,,,,,3497
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,15,eye,1,0,32.43,3,,,0,0,4538
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,16,,0,0,,,,,,,5842
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,17,,0,0,,,,,,,6966
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,18,Blood,1,0,32.74,3,58,0.00528169,0,0,11800
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,19,,0,0,,,,,,,9592
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,20,,0,0,,,,,,,5767
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,21,eye,1,0,32.83,3,,,0,0,4706
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,22,,0,0,,,,,,,7072
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,23,,0,0,,,,,,,6070
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,24,Blood,1,0,33.16,3,55,0.004225352,0,0,3174
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,25,,0,0,,,,,,,
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,26,,0,0,,,,,,,1436
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,27,eye,1,0,32.27,3,,,0,0,1996
626,N,0,N,N,0,0,2.F,Second,2,N,N,0,0,2,,2,28,,0,0,,,,,,,
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,0,Blood,1,0,18.05,0,62,-0.009493671,0,0,1395
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,1,,0,0,,,,,,,8946
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,2,,0,0.5,,,,,,,22902
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,3,eye,1,2,18.75,0,,,19.03893,2,17256
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,4,,0,3,,,,,,,26740
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,5,,0,3,,,,,,,17526
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,6,Blood,1,3.5,17.25,0,65,-0.016613924,18.44258,2,18338
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,7,,0,1.5,,,,,,,23494
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,8,,0,0.5,,,,,,,42360
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,9,eye,1,0.5,17.37,0,,,14.86448,2,31396
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,10,,0,1.5,,,,,,,26668
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,11,,0,1.5,,,,,,,19151
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,12,Blood,1,1,16.83,0,61,0.029667722,16.43217,2,5392
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,13,,0,1,,,,,,,16785
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,14,,0,1,,,,,,,39570
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,15,eye,1,1,17.5,0,,,13.67178,2,11180
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,16,,0,0.5,,,,,,,
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,17,,0,0.5,,,,,,,
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,18,Blood,1,0.5,16.68,0,,0.035007911,11.64881,0,
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,19,,0,0.5,,,,,,,
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,20,,0,1,,,,,,,
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,21,eye,1,0,17.5,0,,,12.47908,2,
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,22,,0,0,,,,,,,
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,23,,0,0,,,,,,,
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,24,Blood,1,0,16.87,0,63,0.018987342,11.43155,0,
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,25,,0,0,,,,,,,
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,26,,0,0,,,,,,,
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,27,eye,1,0,17.62,0.5,,,0,0,
Blue-021,Y,1,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,M,1,28,,0,0,,,,,,,
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,0,Blood,1,0,18.89,1,53,-0.012460443,0,0,3244
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,1,,0,0,,,,,,,6500
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,2,,0,0,,,,,,,7812
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,3,eye,1,0,20.52,2,,,0,0,3736
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,4,,0,0,,,,,,,5127
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,5,,0,0,,,,,,,4506
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,6,Blood,1,0,18.35,2,60,-0.018393987,11.28638,2,7020
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,7,,0,0,,,,,,,6628
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,8,,0,0,,,,,,,2326
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,9,eye,1,0,18.41,2,,,10.69003,1,608
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,10,,0,0,,,,,,,2300
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,11,,0,0,,,,,,,2260
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,12,Blood,1,0,17.8,1,56,,11.64881,0,3752
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,13,,0,0,,,,,,,1936
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,14,,0,0,,,,,,,234
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,15,eye,1,0,18.34,1,,,15.46083,2,330
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,16,,0,0,,,,,,,298
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,17,,0,1.5,,,,,,,1551
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,18,Blood,1,1,17.62,1,56,,16.79765,2,1762
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,19,,0,1.5,,,,,,,
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,20,,0,1,,,,,,,
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,21,eye,1,1,17.9,1.5,,,11.88273,2,
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,22,,0,1,,,,,,,
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,23,,0,0.5,,,,,,,
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,24,Blood,1,0.5,17.67,1,57,,10.89494,0,
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,25,,0,0,,,,,,,
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,26,,0,0,,,,,,,
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,27,eye,1,0,17.8,1,,,0,0,
LD21-139,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,28,,0,0,,,,,,,
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,0,Blood,1,0,18.51,1,56,-0.003386642,0,0,4632
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,1,,0,0,,,,,,,11364
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,2,,0,0,,,,,,,10148
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,3,eye,1,0,19.54,1,,,0,0,9849
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,4,,0,0,,,,,,,10071
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,5,,0,0,,,,,,,19176
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,6,Blood,1,0,19.49,1,55,-0.008466604,0,0,22968
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,7,,0,0,,,,,,,13480
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,8,,0,0,,,,,,,5136
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,9,eye,1,0,20.62,1,,,17.5054,2,11214
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,10,,0,0.5,,,,,,,10482
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,11,,0,2,,,,,,,19720
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,12,Blood,1,0.5,19.9,0.5,73,0.00056444,15.18782,2,16012
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,13,,0,0,,,,,,,17408
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,14,,0,0,,,,,,,10660
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,15,eye,1,0,20.45,1,,,0,0,2721
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,16,,0,0,,,,,,,3121
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,17,,0,0,,,,,,,7971
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,18,Blood,1,0,19.38,1,54,0.016368768,9.82172,0,3444
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,19,,0,0,,,,,,,
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,20,,0,0,,,,,,,
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,21,eye,1,0,19.59,0,,,0,0,
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,22,,0,0,,,,,,,
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,23,,0,0,,,,,,,
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,24,Blood,1,0,19.29,1,55,-0.001128881,0,0,
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,25,,0,0,,,,,,,
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,26,,0,0,,,,,,,
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,27,eye,1,0,19.66,1,,,0,0,
615,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,28,,0,0,,,,,,,
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,0,Blood,1,0,18.87,0.5,54,-0.002257761,0,0,5
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,1,,0,0,,,,,,,516
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,2,,0,0,,,,,,,576
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,3,eye,1,0,18.72,0,,,0,0,1632
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,4,,0,0,,,,,,,1330
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,5,,0,0,,,,,,,1128
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,6,Blood,1,0,18.49,0,58,-0.006208843,11.28984,2,2034
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,7,,0,0,,,,,,,4932
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,8,,0,0,,,,,,,4934
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,9,eye,1,0,19.1,0,,,9.70503,0,3656
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,10,,0,0,,,,,,,2476
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,11,,0,0.5,,,,,,,412
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,12,Blood,1,3,17.52,0,,-0.009595484,15.72443,2,6572
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,13,,0,3,,,,,,,9200
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,14,,0,3,,,,,,,11112
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,15,eye,1,3,17.92,0,,,18.15735,2,8061
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,16,,0,3,,,,,,,4343
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,17,,0,3,,,,,,,8976
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,18,Blood,1,2.5,16.47,0,67,0.002257761,17.87087,2,6894
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,19,,0,3.5,,,,,,,7701
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,20,,0,3,,,,,,,
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,21,eye,1,3.5,17.08,0,,,16.33826,2,
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,22,,0,3.5,,,,,,,
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,23,,0,3.5,,,,,,,
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,24,Blood,1,3.5,17.47,0,52,0.025964252,0,0,
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,25,,0,3.5,,,,,,,
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,26,,0,3,,,,,,,
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,27,eye,1,2.5,18.42,0,,,13.40292,2,
Blue-008,N,0,Y,Y,1,1,2.G,First,1,Y,Y,1,1,2,,1,28,,0,2.5,,,,,,,
602,Y,1,Y,Y,1,1,3.A,First,1,N,Y,0,1,3,M,1,0,Blood,1,0,21.51,1,70,-0.005079962,0.1,0,4487
602,Y,1,Y,Y,1,1,3.A,First,1,N,Y,0,1,3,M,1,1,,0,0,,,,,,,6505
602,Y,1,Y,Y,1,1,3.A,First,1,N,Y,0,1,3,M,1,2,,0,0,,,,,,,4759
602,Y,1,Y,Y,1,1,3.A,First,1,N,Y,0,1,3,M,1,3,eye,1,0.5,21.49,2,,,16.54251,2,3045
602,Y,1,Y,Y,1,1,3.A,First,1,N,Y,0,1,3,M,1,4,,0,1,,,,,,,4028
602,Y,1,Y,Y,1,1,3.A,First,1,N,Y,0,1,3,M,1,5,,0,0.5,,,,,,,9489
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,0,Blood,1,0,21.39,0.5,65,0.003812752,0,0,1980
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,1,,0,0,,,,,,,1676
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,2,,0,0,,,,,,,1402
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,3,eye,1,0,21.3,1,,,0,0,2150
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,4,,0,0,,,,,,,1582
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,5,,0,0,,,,,,,2309
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,6,Blood,1,0,20.68,1,65,0.005719127,0,0,4140
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,7,,0,0,,,,,,,3789
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,8,,0,0,,,,,,,4640
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,9,eye,1,0,21.68,1,,,0,0,3323
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,10,,0,0,,,,,,,2542
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,11,,0,0,,,,,,,5936
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,12,Blood,1,0,20.97,0.5,57,0.00444821,0,0,5837
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,13,,0,0,,,,,,,5413
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,14,,0,0,,,,,,,6919
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,15,eye,1,0,22.14,1,,,0,0,6139
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,16,,0,0,,,,,,,6961
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,17,,0,0,,,,,,,6435
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,18,Blood,1,0,21.39,0.5,58,0.001906376,0,0,6733
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,19,,0,0,,,,,,,6214
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,20,,0,0,,,,,,,5967
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,21,eye,1,0,22.01,0.5,,,0,0,8474
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,22,,0,0,,,,,,,7864
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,23,,0,0,,,,,,,7779
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,24,Blood,1,0,21.94,0.5,54,0.000635459,0,0,2115
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,25,,0,0,,,,,,,
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,26,,0,0,,,,,,,
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,27,eye,1,0,21.95,1,,,0,0,
Blue-047,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,28,,0,0,,,,,,,
SEM19-140,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,0,Blood,1,0,22.15,2,67,0.005047106,0,0,14120
SEM19-140,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,1,,0,0,,,,,,,13182
SEM19-140,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,2,,0,0,,,,,,,10590
SEM19-140,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,3,eye,1,0,22.56,1,,,0,0,9845
SEM19-140,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,4,,0,0,,,,,,,16250
SEM19-140,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,5,,0,0,,,,,,,12906
SEM19-140,N,0,N,N,0,0,3.A,First,1,N,Y,0,1,3,,1,6,Blood,1,,,,,0.003028264,0,0,3314
LD21-249,N,0,N,Y,0,1,3.A,First,1,N,Y,0,1,3,,1,0,Blood,1,0,20.53,0,57,0,0,0,7974
LD21-249,N,0,N,Y,0,1,3.A,First,1,N,Y,0,1,3,,1,1,,0,0,,,,,,,11457
LD21-249,N,0,N,Y,0,1,3.A,First,1,N,Y,0,1,3,,1,2,,0,0,,,,,,,10855
LD21-249,N,0,N,Y,0,1,3.A,First,1,N,Y,0,1,3,,1,3,eye,1,0,21.06,1,,,0,0,8419
LD21-249,N,0,N,Y,0,1,3.A,First,1,N,Y,0,1,3,,1,4,,0,0,,,,,,,7868
LD21-249,N,0,N,Y,0,1,3.A,First,1,N,Y,0,1,3,,1,5,,0,0,,,,,,,8228
LD21-249,N,0,N,Y,0,1,3.A,First,1,N,Y,0,1,3,,1,6,Blood,1,0,20.05,0,61,0.010094213,19.36566,2,7284
LD21-249,N,0,N,Y,0,1,3.A,First,1,N,Y,0,1,3,,1,7,,0,0,,,,,,,10052
LD21-249,N,0,N,Y,0,1,3.A,First,1,N,Y,0,1,3,,1,8,,0,0,,,,,,,11721
LD21-249,N,0,N,Y,0,1,3.A,First,1,N,Y,0,1,3,,1,9,eye,1,0,20.45,0,,,15.85278,2,8492
LD21-249,N,0,N,Y,0,1,3.A,First,1,N,Y,0,1,3,,1,10,,0,0,,,,,,,6105
LD21-249,N,0,N,Y,0,1,3.A,First,1,N,Y,0,1,3,,1,11,,0,0,,,,,,,9575
LD21-249,N,0,N,Y,0,1,3.A,First,1,N,Y,0,1,3,,1,12,Blood,1,0,19.93,0,60,0.006056528,0,0,9934
LD21-249,N,0,N,Y,0,1,3.A,First,1,N,Y,0,1,3,,1,13,,0,0,,,,,,,10846
LD21-249,N,0,N,Y,0,1,3.A,First,1,N,Y,0,1,3,,1,14,,0,0,,,,,,,11736
